timeframe,profile,bars_loaded,bars_evaluated,passed_regime_filter,failed_regime_filter,passed_spread_filter,failed_spread_filter,passed_volatility_filter,failed_volatility_filter,passed_trend_filter,failed_trend_filter,passed_pullback_filter,failed_pullback_filter,passed_rsi_filter,failed_rsi_filter,passed_ema_filter,failed_ema_filter,passed_score_threshold,failed_score_threshold,generated_signal_count,actionable_signal_count,blocked_by_risk_governor,opened_shadow_trade_count,closed_trade_count,buy_signals,sell_signals,avg_spread,avg_atr,restrictiveness_score,top_no_trade_reasons,top_restrictive_filters
H1,anti_chop_v2_safe,5000,4999,4123,876,4980,19,1636,3363,3838,1161,4980,19,4146,853,4609,390,320,4679,58,58,0,6,6,58,0,25.0,553.729295,26.7245,"[{""reason"": ""volatility_too_low"", ""count"": 3796}, {""reason"": ""cooldown_after_loss"", ""count"": 1836}, {""reason"": ""block_after_consecutive_losses"", ""count"": 1830}, {""reason"": ""weak_internal_scores"", ""count"": 1171}, {""reason"": ""score_too_low"", ""count"": 742}, {""reason"": ""waiting_confirmation"", ""count"": 146}, {""reason"": ""ema_distance_too_far"", ""count"": 130}, {""reason"": ""regime_chop"", ""count"": 115}, {""reason"": ""rsi_extreme_block"", ""count"": 95}, {""reason"": ""extended_candle_no_chase"", ""count"": 31}]","[{""reason"": ""score_threshold"", ""count"": 4679}, {""reason"": ""volatility_filter"", ""count"": 3363}, {""reason"": ""trend_filter"", ""count"": 1161}, {""reason"": ""regime_filter"", ""count"": 876}, {""reason"": ""rsi_filter"", ""count"": 853}, {""reason"": ""ema_filter"", ""count"": 390}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
H1,trend_v2_drawdown_guard,5000,4999,4123,876,4980,19,1768,3231,4724,275,4980,19,4335,664,4609,390,320,4679,58,58,0,6,6,58,0,25.0,553.729295,24.3101,"[{""reason"": ""volatility_too_low"", ""count"": 3654}, {""reason"": ""cooldown_after_loss"", ""count"": 1836}, {""reason"": ""block_after_consecutive_losses"", ""count"": 1830}, {""reason"": ""weak_internal_scores"", ""count"": 1229}, {""reason"": ""score_too_low"", ""count"": 806}, {""reason"": ""waiting_confirmation"", ""count"": 146}, {""reason"": ""ema_distance_too_far"", ""count"": 139}, {""reason"": ""regime_chop"", ""count"": 128}, {""reason"": ""rsi_extreme_block"", ""count"": 80}, {""reason"": ""extended_candle_no_chase"", ""count"": 36}]","[{""reason"": ""score_threshold"", ""count"": 4679}, {""reason"": ""volatility_filter"", ""count"": 3231}, {""reason"": ""regime_filter"", ""count"": 876}, {""reason"": ""rsi_filter"", ""count"": 664}, {""reason"": ""ema_filter"", ""count"": 390}, {""reason"": ""trend_filter"", ""count"": 275}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
H1,momentum_v2_filtered,5000,4999,4123,876,4980,19,1527,3472,2244,2755,4980,19,4146,853,4609,390,320,4679,56,56,0,6,6,56,0,25.0,553.729295,30.1312,"[{""reason"": ""volatility_too_low"", ""count"": 3936}, {""reason"": ""cooldown_after_loss"", ""count"": 1836}, {""reason"": ""block_after_consecutive_losses"", ""count"": 1830}, {""reason"": ""weak_internal_scores"", ""count"": 1120}, {""reason"": ""score_too_low"", ""count"": 679}, {""reason"": ""waiting_confirmation"", ""count"": 144}, {""reason"": ""ema_distance_too_far"", ""count"": 120}, {""reason"": ""regime_chop"", ""count"": 110}, {""reason"": ""rsi_extreme_block"", ""count"": 93}, {""reason"": ""extended_candle_no_chase"", ""count"": 28}]","[{""reason"": ""score_threshold"", ""count"": 4679}, {""reason"": ""volatility_filter"", ""count"": 3472}, {""reason"": ""trend_filter"", ""count"": 2755}, {""reason"": ""regime_filter"", ""count"": 876}, {""reason"": ""rsi_filter"", ""count"": 853}, {""reason"": ""ema_filter"", ""count"": 390}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
H1,anti_chop_v3_low_drawdown,5000,4999,4123,876,4980,19,1059,3940,3254,1745,4980,19,3968,1031,4609,390,224,4775,44,44,0,6,6,44,0,25.0,553.729295,29.5951,"[{""reason"": ""volatility_too_low"", ""count"": 4477}, {""reason"": ""cooldown_after_loss"", ""count"": 1836}, {""reason"": ""block_after_consecutive_losses"", ""count"": 1830}, {""reason"": ""weak_internal_scores"", ""count"": 907}, {""reason"": ""score_too_low"", ""count"": 511}, {""reason"": ""rsi_extreme_block"", ""count"": 90}, {""reason"": ""waiting_confirmation"", ""count"": 87}, {""reason"": ""ema_distance_too_far"", ""count"": 84}, {""reason"": ""regime_chop"", ""count"": 74}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""score_threshold"", ""count"": 4775}, {""reason"": ""volatility_filter"", ""count"": 3940}, {""reason"": ""trend_filter"", ""count"": 1745}, {""reason"": ""rsi_filter"", ""count"": 1031}, {""reason"": ""regime_filter"", ""count"": 876}, {""reason"": ""ema_filter"", ""count"": 390}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
H1,quality_v3_conservative,5000,4999,4123,876,4980,19,1636,3363,3254,1745,4980,19,3968,1031,4609,390,224,4775,44,44,0,6,6,44,0,25.0,553.729295,28.4409,"[{""reason"": ""volatility_too_low"", ""count"": 3803}, {""reason"": ""cooldown_after_loss"", ""count"": 1836}, {""reason"": ""block_after_consecutive_losses"", ""count"": 1830}, {""reason"": ""weak_internal_scores"", ""count"": 1167}, {""reason"": ""score_too_low"", ""count"": 807}, {""reason"": ""ema_distance_too_far"", ""count"": 130}, {""reason"": ""regime_chop"", ""count"": 116}, {""reason"": ""rsi_extreme_block"", ""count"": 98}, {""reason"": ""waiting_confirmation"", ""count"": 95}, {""reason"": ""extended_candle_no_chase"", ""count"": 31}]","[{""reason"": ""score_threshold"", ""count"": 4775}, {""reason"": ""volatility_filter"", ""count"": 3363}, {""reason"": ""trend_filter"", ""count"": 1745}, {""reason"": ""rsi_filter"", ""count"": 1031}, {""reason"": ""regime_filter"", ""count"": 876}, {""reason"": ""ema_filter"", ""count"": 390}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
M15,anti_chop_v4_balanced,5000,4999,2116,2883,4980,19,35,4964,4980,19,3429,1570,4527,472,4810,189,544,4455,12,12,0,6,6,12,0,25.0,191.431382,41.1478,"[{""reason"": ""volatility_too_low"", ""count"": 9905}, {""reason"": ""trend_continuation_not_confirmed"", ""count"": 26}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""regime_chop"", ""count"": 8}, {""reason"": ""ema_distance_too_far"", ""count"": 6}, {""reason"": ""cooldown_after_loss"", ""count"": 6}, {""reason"": ""extended_candle_no_chase"", ""count"": 2}]","[{""reason"": ""volatility_filter"", ""count"": 4964}, {""reason"": ""score_threshold"", ""count"": 4455}, {""reason"": ""regime_filter"", ""count"": 2883}, {""reason"": ""pullback_filter"", ""count"": 1570}, {""reason"": ""rsi_filter"", ""count"": 472}, {""reason"": ""ema_filter"", ""count"": 189}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""trend_filter"", ""count"": 19}]"
M15,rsi_reversal_v2_confirmed,5000,4999,2116,2883,4980,19,4,4995,2630,2369,4980,19,3688,1311,4681,318,11,4988,6,6,0,6,6,6,0,25.0,191.431382,51.8108,"[{""reason"": ""volatility_too_low"", ""count"": 6540}, {""reason"": ""cooldown_after_loss"", ""count"": 1606}, {""reason"": ""block_after_consecutive_losses"", ""count"": 1600}, {""reason"": ""score_too_low"", ""count"": 124}, {""reason"": ""weak_internal_scores"", ""count"": 81}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""rsi_extreme_block"", ""count"": 3}, {""reason"": ""waiting_confirmation"", ""count"": 2}, {""reason"": ""ema_distance_too_far"", ""count"": 1}]","[{""reason"": ""volatility_filter"", ""count"": 4995}, {""reason"": ""score_threshold"", ""count"": 4988}, {""reason"": ""regime_filter"", ""count"": 2883}, {""reason"": ""trend_filter"", ""count"": 2369}, {""reason"": ""rsi_filter"", ""count"": 1311}, {""reason"": ""ema_filter"", ""count"": 318}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
H1,quality_v4_strict_rr,5000,4999,4123,876,4980,19,1288,3711,2905,2094,4980,19,3740,1259,4609,390,144,4855,29,29,0,5,5,29,0,25.0,553.729295,31.4513,"[{""reason"": ""volatility_too_low"", ""count"": 4533}, {""reason"": ""cooldown_after_loss"", ""count"": 1613}, {""reason"": ""block_after_consecutive_losses"", ""count"": 1607}, {""reason"": ""weak_internal_scores"", ""count"": 1046}, {""reason"": ""score_too_low"", ""count"": 755}, {""reason"": ""rsi_extreme_block"", ""count"": 112}, {""reason"": ""ema_distance_too_far"", ""count"": 103}, {""reason"": ""regime_chop"", ""count"": 88}, {""reason"": ""waiting_confirmation"", ""count"": 51}, {""reason"": ""extended_candle_no_chase"", ""count"": 25}]","[{""reason"": ""score_threshold"", ""count"": 4855}, {""reason"": ""volatility_filter"", ""count"": 3711}, {""reason"": ""trend_filter"", ""count"": 2094}, {""reason"": ""rsi_filter"", ""count"": 1259}, {""reason"": ""regime_filter"", ""count"": 876}, {""reason"": ""ema_filter"", ""count"": 390}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
H1,momentum_v3_no_chase,5000,4999,4123,876,4980,19,1288,3711,1936,3063,4980,19,3740,1259,4609,390,144,4855,29,29,0,5,5,29,0,25.0,553.729295,33.3897,"[{""reason"": ""volatility_too_low"", ""count"": 4533}, {""reason"": ""cooldown_after_loss"", ""count"": 1613}, {""reason"": ""block_after_consecutive_losses"", ""count"": 1607}, {""reason"": ""weak_internal_scores"", ""count"": 1046}, {""reason"": ""score_too_low"", ""count"": 755}, {""reason"": ""rsi_extreme_block"", ""count"": 112}, {""reason"": ""ema_distance_too_far"", ""count"": 103}, {""reason"": ""regime_chop"", ""count"": 88}, {""reason"": ""waiting_confirmation"", ""count"": 51}, {""reason"": ""extended_candle_no_chase"", ""count"": 25}]","[{""reason"": ""score_threshold"", ""count"": 4855}, {""reason"": ""volatility_filter"", ""count"": 3711}, {""reason"": ""trend_filter"", ""count"": 3063}, {""reason"": ""rsi_filter"", ""count"": 1259}, {""reason"": ""regime_filter"", ""count"": 876}, {""reason"": ""ema_filter"", ""count"": 390}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
H1,low_drawdown_v1,5000,4999,4123,876,4980,19,1527,3472,2905,2094,4980,19,3740,1259,4609,390,144,4855,29,29,0,5,5,29,0,25.0,553.729295,30.9732,"[{""reason"": ""volatility_too_low"", ""count"": 4240}, {""reason"": ""cooldown_after_loss"", ""count"": 1613}, {""reason"": ""block_after_consecutive_losses"", ""count"": 1607}, {""reason"": ""weak_internal_scores"", ""count"": 1157}, {""reason"": ""score_too_low"", ""count"": 886}, {""reason"": ""ema_distance_too_far"", ""count"": 120}, {""reason"": ""rsi_extreme_block"", ""count"": 114}, {""reason"": ""regime_chop"", ""count"": 113}, {""reason"": ""waiting_confirmation"", ""count"": 54}, {""reason"": ""extended_candle_no_chase"", ""count"": 29}]","[{""reason"": ""score_threshold"", ""count"": 4855}, {""reason"": ""volatility_filter"", ""count"": 3472}, {""reason"": ""trend_filter"", ""count"": 2094}, {""reason"": ""rsi_filter"", ""count"": 1259}, {""reason"": ""regime_filter"", ""count"": 876}, {""reason"": ""ema_filter"", ""count"": 390}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
M15,trend_continuation_v3_balanced,5000,4999,2116,2883,4980,19,102,4897,4980,19,3429,1570,4644,355,4854,145,682,4317,27,27,0,5,5,27,0,25.0,191.431382,33.4157,"[{""reason"": ""volatility_too_low"", ""count"": 5711}, {""reason"": ""cooldown_after_loss"", ""count"": 2064}, {""reason"": ""block_after_consecutive_losses"", ""count"": 2058}, {""reason"": ""trend_continuation_not_confirmed"", ""count"": 70}, {""reason"": ""regime_chop"", ""count"": 30}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""ema_distance_too_far"", ""count"": 5}, {""reason"": ""extended_candle_no_chase"", ""count"": 2}]","[{""reason"": ""volatility_filter"", ""count"": 4897}, {""reason"": ""score_threshold"", ""count"": 4317}, {""reason"": ""regime_filter"", ""count"": 2883}, {""reason"": ""pullback_filter"", ""count"": 1570}, {""reason"": ""rsi_filter"", ""count"": 355}, {""reason"": ""ema_filter"", ""count"": 145}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""trend_filter"", ""count"": 19}]"
M30,breakout_pullback_v1,5000,4999,3508,1491,4980,19,826,4173,4980,19,907,4092,4294,705,4536,463,525,4474,6,6,0,5,5,6,0,25.0,336.319948,49.8782,"[{""reason"": ""volatility_too_low"", ""count"": 8326}, {""reason"": ""pullback_not_confirmed"", ""count"": 1195}, {""reason"": ""regime_chop"", ""count"": 242}, {""reason"": ""ema_distance_too_far"", ""count"": 164}, {""reason"": ""extended_candle_no_chase"", ""count"": 26}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""cooldown_after_loss"", ""count"": 2}]","[{""reason"": ""score_threshold"", ""count"": 4474}, {""reason"": ""volatility_filter"", ""count"": 4173}, {""reason"": ""pullback_filter"", ""count"": 4092}, {""reason"": ""regime_filter"", ""count"": 1491}, {""reason"": ""rsi_filter"", ""count"": 705}, {""reason"": ""ema_filter"", ""count"": 463}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""trend_filter"", ""count"": 19}]"
H1,low_drawdown_v3_more_trades,5000,4999,4123,876,4980,19,2993,2006,4519,480,3364,1635,4072,927,4609,390,767,4232,287,287,0,4,4,287,0,25.0,553.729295,27.1342,"[{""reason"": ""ema_rsi_not_confirmed"", ""count"": 2375}, {""reason"": ""cooldown_after_loss"", ""count"": 2299}, {""reason"": ""block_after_consecutive_losses"", ""count"": 2294}, {""reason"": ""volatility_too_low"", ""count"": 2171}, {""reason"": ""regime_chop"", ""count"": 279}, {""reason"": ""ema_distance_too_far"", ""count"": 205}, {""reason"": ""extended_candle_no_chase"", ""count"": 60}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""score_threshold"", ""count"": 4232}, {""reason"": ""volatility_filter"", ""count"": 2006}, {""reason"": ""pullback_filter"", ""count"": 1635}, {""reason"": ""rsi_filter"", ""count"": 927}, {""reason"": ""regime_filter"", ""count"": 876}, {""reason"": ""trend_filter"", ""count"": 480}, {""reason"": ""ema_filter"", ""count"": 390}, {""reason"": ""spread_filter"", ""count"": 19}]"
H1,capital_preservation_v3_balanced,5000,4999,4123,876,4980,19,2699,2300,4040,959,3364,1635,3968,1031,4480,519,609,4390,213,213,0,4,4,213,0,25.0,553.729295,29.4627,"[{""reason"": ""volatility_too_low"", ""count"": 2531}, {""reason"": ""ema_rsi_not_confirmed"", ""count"": 2332}, {""reason"": ""cooldown_after_loss"", ""count"": 2143}, {""reason"": ""block_after_consecutive_losses"", ""count"": 2140}, {""reason"": ""ema_distance_too_far"", ""count"": 291}, {""reason"": ""regime_chop"", ""count"": 264}, {""reason"": ""extended_candle_no_chase"", ""count"": 57}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""score_threshold"", ""count"": 4390}, {""reason"": ""volatility_filter"", ""count"": 2300}, {""reason"": ""pullback_filter"", ""count"": 1635}, {""reason"": ""rsi_filter"", ""count"": 1031}, {""reason"": ""trend_filter"", ""count"": 959}, {""reason"": ""regime_filter"", ""count"": 876}, {""reason"": ""ema_filter"", ""count"": 519}, {""reason"": ""spread_filter"", ""count"": 19}]"
H1,ema_rsi_confirmed_v1,5000,4999,4123,876,4980,19,2699,2300,4980,19,3364,1635,3466,1533,3875,1124,609,4390,180,180,0,4,4,180,0,25.0,553.729295,29.7968,"[{""reason"": ""volatility_too_low"", ""count"": 2531}, {""reason"": ""cooldown_after_loss"", ""count"": 2138}, {""reason"": ""block_after_consecutive_losses"", ""count"": 2134}, {""reason"": ""ema_rsi_not_confirmed"", ""count"": 1981}, {""reason"": ""ema_distance_too_far"", ""count"": 639}, {""reason"": ""regime_chop"", ""count"": 264}, {""reason"": ""extended_candle_no_chase"", ""count"": 104}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""score_threshold"", ""count"": 4390}, {""reason"": ""volatility_filter"", ""count"": 2300}, {""reason"": ""pullback_filter"", ""count"": 1635}, {""reason"": ""rsi_filter"", ""count"": 1533}, {""reason"": ""ema_filter"", ""count"": 1124}, {""reason"": ""regime_filter"", ""count"": 876}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""trend_filter"", ""count"": 19}]"
H1,liquidity_sweep_v2_confirmed,5000,4999,4980,19,4980,19,3583,1416,4980,19,642,4357,0,4999,4893,106,486,4513,170,170,0,4,4,88,82,25.0,553.729295,36.9022,"[{""reason"": ""liquidity_sweep_not_confirmed"", ""count"": 3407}, {""reason"": ""cooldown_after_loss"", ""count"": 2421}, {""reason"": ""block_after_consecutive_losses"", ""count"": 2417}, {""reason"": ""volatility_too_low"", ""count"": 1467}, {""reason"": ""ema_distance_too_far"", ""count"": 57}, {""reason"": ""extended_candle_no_chase"", ""count"": 32}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""rsi_filter"", ""count"": 4999}, {""reason"": ""score_threshold"", ""count"": 4513}, {""reason"": ""pullback_filter"", ""count"": 4357}, {""reason"": ""volatility_filter"", ""count"": 1416}, {""reason"": ""ema_filter"", ""count"": 106}, {""reason"": ""regime_filter"", ""count"": 19}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""trend_filter"", ""count"": 19}]"
H1,volatility_squeeze_v1,5000,4999,4980,19,4980,19,4103,896,3838,1161,2401,2598,4251,748,4663,336,553,4446,21,21,0,4,4,21,0,25.0,553.729295,26.4501,"[{""reason"": ""squeeze_breakout_not_confirmed"", ""count"": 4485}, {""reason"": ""cooldown_after_loss"", ""count"": 2020}, {""reason"": ""block_after_consecutive_losses"", ""count"": 2016}, {""reason"": ""volatility_too_low"", ""count"": 1000}, {""reason"": ""ema_distance_too_far"", ""count"": 272}, {""reason"": ""extended_candle_no_chase"", ""count"": 157}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""score_threshold"", ""count"": 4446}, {""reason"": ""pullback_filter"", ""count"": 2598}, {""reason"": ""trend_filter"", ""count"": 1161}, {""reason"": ""volatility_filter"", ""count"": 896}, {""reason"": ""rsi_filter"", ""count"": 748}, {""reason"": ""ema_filter"", ""count"": 336}, {""reason"": ""regime_filter"", ""count"": 19}, {""reason"": ""spread_filter"", ""count"": 19}]"
